id,picture,country,price,authority,date,org_fined,articleViolated,type,source,summary
407,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,10000,Spanish Data Protection Authority (AEPD),NA,Property owners community,Art. 5 GDPR,Failure to comply with data processing principles,NA,"<p>The owners community published a document containing personal data (such as information about the identity of the data subjects and related debts) to the public notice billboard.</p>
"
408,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,60000,Spanish Data Protection Authority (AEPD),NA,"Vodafone España, SAU","Art. 5 GDPR, Art. 6 GDPR",Failure to comply with data processing principles,NA,"<p>The complainant, former customer of the company, received several e-mails containing electronic bills, despite the fact that he had terminated his contract with the company already. The data subject’s personal data was being processed without sufficient legal basis.</p>
"
409,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,3000,Spanish Data Protection Authority (AEPD),NA,Grupo Carolizan,Art. 5 GDPR,Failure to comply with data processing principles,NA,"<p>A CCTV system was being used to monitor the public area in front of a building, covering the public space. This situation was in violation with the principle of data minimization. The cameras should have been used in a way that didn’t monitor the public space.</p>
"
410,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,60000,Spanish Data Protection Authority (AEPD),NA,"GLP Instalaciones 86, SL","Art. 5 GDPR, Art. 6 GDPR",Failure to comply with data processing principles,NA,"<p>The data subject contacted Naturgy Energy Group S.A. to request professional services for the installation of an air conditioning system. The data subject was then contacted by two companies, one of which was GLP Instalaciones 86, who pretended to be a part of the Naturgy Energy Group. Naturgy denied this claim afterward, stating that the two companies weren’t their employees and they weren’t authorized installers of air conditioning systems either. Therefore, GLP Instalaciones 86 unlawfully processed the data subject’s personal data, including telephone number, name and surname, bank details, and e-mail.</p>
"
411,https://www.privacyaffairs.com/wp-content/uploads/2019/10/austria.svg,Austria,150,Austrian Data Protection Authority (DSB),NA,Private individual,"Art. 5(1) a) GDPR, Art. 6 GDPR",Failure to comply with data processing principles,NA,"<p>A private individual unlawfully filmed a female person while she was using a WC cabin, by sliding the smartphone under the cabin partition wall, with the front camera point toward the female person.</p>
"
412,https://www.privacyaffairs.com/wp-content/uploads/2019/10/austria.svg,Austria,600,Austrian Data Protection Authority (DSB),NA,Private individual,"Art. 5 (1) 1) GDPR, Art. 9 GDPR",Failure to comply with data processing principles,NA,"<p>The private individual published private medical personal data (names, diagnostic findings, medication data, medical diagnoses, social security numbers, data on hospital admissions and discharges, names of treating physicians) of multiple patients on his Facebook page. This data was classified as health data in accordance with Art. 4 (15) GDPR.</p>
"
413,https://www.privacyaffairs.com/wp-content/uploads/2019/10/belgium.svg,Belgium,1500,Belgian Data Protection Authority (APD),NA,Unknown,"Art. 5 GDPR, Art. 6 GDPR, Art. 12 GDPR, Art. 13 GDPR, Art. 30 GDPR, Art. 37 (5) GDPR, Art. 37 (7) GDPR",Failure to comply with data processing principles,NA,"<p>A social housing company was issued a fine by the Belgian DPA for non-compliance with several of the GDPR principles, such as the principles of transparency and legality.</p>
"
414,https://www.privacyaffairs.com/wp-content/uploads/2019/10/belgium.svg,Belgium,1500,Belgian Data Protection Authority (APD),NA,Private individual,"Art. 6 GDPR, Art. 25 GDPR",Failure to comply with data processing principles,NA,"<p>Two private individuals were fined by the Belgian DPA for installing video cameras on their property that captured images of the public space and the neighbor’s private property. Moreover, the footage was sent to a third party, as well.</p>
"
415,https://www.privacyaffairs.com/wp-content/uploads/2019/10/belgium.svg,Belgium,15000,Belgian Data Protection Authority (APD),NA,Unknown,"Art. 14 (1), (2) GDPR, Art. 12 (3) GDPR, Art. 6 GDPR, Art. 5 (1) c), (2) GDPR, Art. 24 (1), (2) GDPR",Non-compliance with subjects' rights protection safeguards,NA,"<p>The Belgian DPA issued a fine of €15,000 to a company that failed to fulfill the data subject rights. The company works in the debt collection industry, and it was commissioned by another company to collect the debts owed to that specific company. Apparently, the data subject in question was fined by the company for illegal parking, yet the data subject claims that he/she did not receive the notice for the fine. The aggrieved company sent a reminder letter to the data subject, saying that he/she needed to pay the original fine plus reminder fees. Afterwards, the data subject demanded that the data processor provide information about the type of personal data being processed. The company did not fulfill this request in a timely manner, which led the data subject to file a complaint against it. The DPA found that the data controller had violated several provisions of the GDPR, such as that it failed to comply with the data subject’s request for information regarding the data processing.</p>
"
416,https://www.privacyaffairs.com/wp-content/uploads/2019/10/belgium.svg,Belgium,50000,Belgian Data Protection Authority (APD),NA,Unknown,"Art. 14 (1), (2) GDPR, Art. 12 (1), (2), (3) GDPR, Art. 15 (1) GDPR, Art. 5 (1) c), (2) GDPR, Art. 24 (1), (2) GDPR",Non-compliance with subjects' rights protection safeguards,NA,"<p>A company violated several of the GDPR provisions, which led the Belgian DPA to issue a fine of EUR 50,000 to it. The company is responsible for carrying out parking ticket controls, and it fined a data subject for illegal parking. Though, the data subject claims that he/she did not receive any notification of the fine ticket. What happened was that the data subject received an official reminder letter from a debt collecting firm, where he/she was required to pay the original fine and the reminder fee. After receiving this request, the data subject contacted the responsible party and asked for information on the personal data processed as part of the official reminder. The company failed to provide any information regarding this, which led the data subject to file a complaint against it. The DPA discovered that the responsible party did not provide a clear-cut privacy policy, namely it had no information regarding the processing of personal data, or any contact information of the company. Then, the DPA found that the company failed to comply with the data subject’s right to information by refusing his/her request for information concerning the data processing. Last but not least, the responsible party failed to comply with the principle of data minimization by proceeding to process the data subject’s data to send the payment reminder just a day after the issuance of the ticket, even though the data subject could have paid the fine without the need for a reminder to be sent.</p>
"
417,https://www.privacyaffairs.com/wp-content/uploads/2019/10/cyprus.svg,Cyprus,15000,Bank of Cyprus Public Company Ltd,NA,"Social Insurance Services of the Ministry of Labor, Welfare and Social Insurance","Art. 5 (1) f) GDPR, Art. 5 (2) GDPR, Art. 15 GDPR, Art. 32 GDPR, Art. 33 GDPR",Non-compliance with lawful basis for data processing,NA,"<p>One of the bank’s clients requested access to personal information under Art. 15 GDPR. The bank could not answer this request in due time due to the fact that the client’s insurance contract was lost. The DPA considered this to be a violation of the data subject’s rights according to Art. 15 of the GDPR, and a violation of its obligations to protect personal data under Art. 15 (1) f) GDPR and Art. 32 GDPR. Additionally, the bank also violated the Data Breach Notification Obligations under Art. 33 f. GDPR by failing to inform the data subject of the security incident.</p>
"
418,https://www.privacyaffairs.com/wp-content/uploads/2019/10/cyprus.svg,Cyprus,1000,Cypriot Data Protection Commissioner,NA,Grant Ideas Ltd,"Art. 5 GDPR, Art. 6 GDPR",Non-compliance with lawful basis for data processing,NA,"<p>The company unlawfully sent emails to data subject despite not having a sufficient legal basis to do so.</p>
"
419,https://www.privacyaffairs.com/wp-content/uploads/2019/10/cyprus.svg,Cyprus,6000,Cypriot Data Protection Commissioner,NA,Cyprus Police,Art. 32 GDPR,Failure to implement sufficient measures to ensure information security,NA,"<p>A police officer had unauthorized access to one of the databases containing personal data about vehicle owners. The police officer then passed information from the database to a third party, outside his/her capacity of work, without a legal reason to do so. The DPA found that the police had insufficient organizational and technical measures put together to prevent any unauthorized access and disclose of personal information from the database.</p>
"
420,https://www.privacyaffairs.com/wp-content/uploads/2019/10/france.svg,France,2250000,French Data Protection Authority (CNIL),NA,Carrefour France,"Art. 5 GDPR, Art. 12 GDPR, Art. 13 GDPR, Art. 15 GDPR, Art. 17 GDPR, Art. 21 GDPR, Art. 32 GDPR, Art. 33 GDPR",Multiple,NA,"<p>The French DPA (CNIL) issued a fine of EUR 2,250,000 to Carrefour France due to several violations of data protection regulations, including those of the GDPR. The CNIL discovered that Carrefour France did not make it accessible or comprehensible for users of the carrefour.fr website and those wishing to join the loyalty program to access their personal data. Carrefour France also had insufficient and incomplete data regarding the data storage and transfer of data to countries outside the EU. The company also failed to comply with the storage time limits, and it stored the data of more than twenty-eight million customers who had been inactive for five to ten years, for the purpose of its loyalty program. The same happened to 750,000 users of the carrefour.fr site who were inactive for about five to ten years. The CNIL discovered that Carrefour France required almost every user to offer proof of identity when they requested a right. Though, the CNIL found out that this request for proof of identity was, most times, unjustified, because most affected users were clearly identifiable without the need for proof of identity. What’s more, Carrefour France failed to respond to a couple of requests from individuals who wanted to access their personal data. Moreover, the company did not erase the data requested by several individuals. Lastly, Carrefour France did not respond to several requests from individuals who did not agree to receiving e-mail and SMS advertising from Carrefour France.</p>
"
421,https://www.privacyaffairs.com/wp-content/uploads/2019/10/france.svg,France,800000,French Data Protection Authority (CNIL),NA,Carrefour Banque,Art. 5 GDPR,Failure to comply with data processing principles,NA,"<p>Carrefour Banque was fined EUR 800,000 by the French DPA (CNIL) for violating its obligations to fairly process data (under Article 5 (1) GDPR). Carrefour Banque officially claimed that, when a client subscribed to the Pass card (which is attached to the loyalty account) and also wanted to participate in the Carrefour loyalty program, the client would have to check a box agreeing to Carrefour Banque forwarding his or her surname, first name, and email address to “Carrefour fidelite”. In this sense, Carrefour Banque expressly states that no other information other than the specific one would be transmitted. However, CNIL discovered that other data was transmitted, including postal address, number of children, and telephone number.</p>
"
422,https://www.privacyaffairs.com/wp-content/uploads/2019/10/france.svg,France,6000,French Data Protection Authority (CNIL),NA,Doctor,"Art. 32 GDPR, Art. 33 GDPR",Failure to implement sufficient measures to ensure information security,NA,"<p>CNIL (the French DPA) fined a doctor EUR 6,000 for violating Art. 32 and Art. 33 of the GDPR. The doctor had stored personal data of his patients on a specific server to access from his home computer. This data includes MRI, X-ray images, names, dates of birth, and other treatment data on various patients. However, CNIL found that the responsible person’s systems were vulnerable to external access, due to inadequate security measures. Anyone could access the patients’ data in this way. This data leak had apparently existed for five years. Therefore, the CNIL found that the doctor had failed to establish adequate security and organizational measures that would ensure data security of his patients.</p>
"
423,https://www.privacyaffairs.com/wp-content/uploads/2019/10/france.svg,France,3000,French Data Protection Authority (CNIL),NA,Doctor,"Art. 32 GDPR, Art. 33 GDPR",Failure to implement sufficient measures to ensure information security,NA,"<p>A doctor retained personal data of his patients on his personal computer for easier access. The CNIL discovered that the doctor’s computer was inadequately secured, which would potentially allow third parties to access the patients’ medical records. The data included X-ray and MRI images, dates of birth, names, and specific treatment data. The CNIL imposed a fine of EUR 3,000 to the doctor for failing to take adequate security and adequate measures to protect his patients’ data. Moreover, the CNIL discovered that this data leak had been going on for four months.</p>
"
424,https://www.privacyaffairs.com/wp-content/uploads/2019/10/germany.svg,Germany,32258708,Data Protection Authority of Hamburg,2020-01-10,H&M Hennes & Mauritz Online Shop A.B. & Co. KG,"Art. 5 GDPR, Art. 6 GDPR",Non-compliance with lawful basis for data processing,NA,"<p>H&#038;M operates in a service center in Nuremberg and is based in Hamburg. The Hamburg data protection officer discovered that, since 2014, specific details about the lives of some employees of H&#038;M were comprehensively recorded and stored as information on a network drive. In one of these cases, the company devised a “Welcome Back Talk” after its employees had returned from a vacation or an illness. All the information that the company obtained during this time, including specific information about the illnesses and medical diagnoses of the employees, were retained and stored. The Hamburg data protection officer also found that the H&#038;M supervisors obtained general information about its employees “through the grapevine”, such as religious beliefs and family problems. All the information stored on the network drive was made accessible to over 50 managers of H&#038;M, and they used it to evaluate the work performance and efficiency of all employees, as well as make employment decisions. This fact became known when the H&#038;M servers encountered a technical error, and the data on the network drive became accessible to all employees for a few hours. The management subsequently apologized to all affected employees and offered monetary compensation in return for this offence. The data protection authority established more robust protective measures to prevent such incidents from happening again.</p>
"
425,https://www.privacyaffairs.com/wp-content/uploads/2019/10/germany.svg,Germany,900000,The Federal Commissioner for Data Protection and Freedom of Information (BfDI),2020-11-11,1&1 Telecom GmbH,Art. 32 GDPR,Failure to implement sufficient measures to ensure information security,NA,"<p>The data controller, a telecommunication company, failed to employ proper organizational and security measures. This resulted in the exposure of various personal data to a customer who simply entered another customer’s name and date of birth. According to Art. 32 GDPR, the company employed an inadequate BfDI, which wasn’t enough to properly secure and protect the processing of personal data. However, the company was very cooperative with the data protection authority, so the fine was reduced from EUR 9,55 million to EUR 900,000. The culpability of the company was reasonably low to justify this decrease in the fine’s value, due to the fact that the company’s procedure of identifying customers through the hotline by asking only the name and date of birth wasn’t objected by any customer, so the company wasn’t aware of the problem this procedure posed. Moreover, the court of law deemed that this problem didn’t result in a massive data leakage.</p>
"
426,https://www.privacyaffairs.com/wp-content/uploads/2019/10/greece.svg,Greece,1000,Hellenic Data Protection Authority (HDPA),NA,American College of Greece,"Art. 12 (3), (4) GDPR",Non-compliance with subjects' rights protection safeguards,NA,"<p>The American College of Greece was fined EUR 1,000 by the Hellenic DPA (HDPA) for violating the right of access and the right to demand the erasure of personal data.</p>
"
427,https://www.privacyaffairs.com/wp-content/uploads/2019/10/hungary.svg,Hungary,54800,Hungarian National Authority for Data Protection and the Freedom of Information (NAIH),NA,Deichmann KFT,"Art. 12 GDPR, Art. 15 GDPR, Art. 18 (1) c) GDPR, Art. 25 GDPR",Non-compliance with subjects' rights protection safeguards,NA,"<p>The company denied a data subject’s access to video material recorded by a CCTV camera in a local store (stating that the data subject needed an official order for that). The data subject wanted to use the footage to prove that he or she did not receive change after paying in the store. The company denied access to the footage, this violating Art. 15 of the GDPR, but also deleted the footage after some time, despite the fact that the data subject requested the footage no to be deleted, under Art. 18 (1) c) GDPR.</p>
"
428,https://www.privacyaffairs.com/wp-content/uploads/2019/10/hungary.svg,Hungary,1385,Hungarian National Authority for Data Protection and the Freedom of Information (NAIH),NA,Next Time Media Ügynökség Kft.,Art. 32 (1) GDPR,Failure to implement sufficient measures to ensure information security,NA,"<p>The Hungarian DPA (NAIH) imposed a fine of HUF 50,000 (EUR 1,385) to the company for having taken inadequate technical and organizational measures to ensure the security of the personal data. Next Time Media Agency Ltd., a web agency, was contracted by the travel agency Robinson Tours Idegenforgalmi es Szolgaltato Kt. (Robinson Tours Ltd.) to devise and manage the agency’s online reservation system. However, the responsible party supplemented the system with real data of Robinson Tours’ customers, despite receiving no such instructions. Overall, the data of over 781 people was compromised between November 13, 2019, and February 4, 2020. Anyone could access the data with a simple Google search.</p>
"
429,https://www.privacyaffairs.com/wp-content/uploads/2019/10/hungary.svg,Hungary,55400,Hungarian National Authority for Data Protection and the Freedom of Information (NAIH),NA,Robinson Tours Kft.,"Art. 25 (1), (2) GDPR, Art. 32 (1) b) GDPR, Art. 34 (1) GDPR",Non-compliance with lawful basis for data processing,NA,"<p>Robinson Tours Ltd. received a fine of HUF 20,500,000 (EUR 55,400) after the Hungarian DPA (NAIH) discovered that the company’s online reservation system contained unprotected customer data that could be access by anyone on Google. The data contained address and contact data, names, passport numbers, and copies of personal IDs. Apparently, the company in question had hired the web agency Next Time Media Agency Ltd. to create, manage, and test a database for the online reservation system. However, the web agency used not only test data but also real data of Robinson Tours’ clients. The total number of affected customers was 781, and personal data about them was made accessible to anyone in the period from November 13, 2019, to February 4, 2020. The NAIH deems that Robinson Tours failed to perform consistent security risk checkups and screenings, and neither did it notify the affected customers of the data breach.</p>
"
430,https://www.privacyaffairs.com/wp-content/uploads/2019/10/hungary.svg,Hungary,1940,Hungarian National Authority for Data Protection and the Freedom of Information (NAIH),NA,Unknown,"Art. 5 (1) b), c), GDPR, Art. 13 (1) GDPR",Non-compliance with lawful basis for data processing,NA,"<p>A construction company received a fine of HUF 700,000 (EUR 1,940) from the Hungarian DPA (NAIH). Apparently, the responsible party had installed a video surveillance system on the premises, for the purpose of protecting the property and the physical safety and integrity of its employees. However, the surveillance camera also captured a part of the recreation space where employees engaged in activities disconnected from their professional attributions. The surveillance was thus beyond a required extent. Moreover, the employees in question were not sufficiently informed regarding this when the contract was concluded.</p>
"
431,https://www.privacyaffairs.com/wp-content/uploads/2020/07/ireland.svg,Ireland,65000,Data Protection Authority of Ireland,NA,Cork University Maternity Hospital,"Art. 5 GDPR, Art. 32 GDPR",Failure to implement sufficient measures to ensure information security,NA,"<p>The Data Protection Authority of Ireland fined the Cork University Maternity Hospital after confirming that the personal data of 78 patients had been disposed of in a public recycling center. Part of the documents included special-category personal data of six patients, among which were future planned care programs and medical history.</p>
"
432,https://www.privacyaffairs.com/wp-content/uploads/2020/07/ireland.svg,Ireland,450000,Data Protection Authority of Ireland,NA,Twitter,"Art. 33 (1), (5) GDPR",Failure to notify DPA of a data breach,NA,"<p>Twitter was issued a fine of EUR 450,000 by the Irish DPA for violating Art. 33 (1) and Art. 33 (5) GDPR, regarding the failure to notify the DPA of a data breach, and the inadequate documentation of the data breach. This data breach was linked to privacy settings of users on Twitter. Users would have the option to set a post as private, in which case only subscribers of that respective user would see the post, or public. A programming bug on the Twitter Android app resulted in posts marked as “private” to be publicly visible to the entire Twitter consumer base. This data breach should have been reported to the DPA in 72 hours and properly documented. Twitter International Company failed to do both these tasks. Their legal team found out about the data breach on January 2nd, 2019, and only notified the DPA about it on January 8th.</p>
"
433,https://www.privacyaffairs.com/wp-content/uploads/2019/10/italy.svg,Italy,60000,Italian Data Protection Authority (Garante),NA,Scanshare s.r.l.,"Art. 5 (1) a) GDPR, Art. 6 GDPR, Art. 9 GDPR, Art. 32 GDPR",Non-compliance with lawful basis for data processing,NA,"<p>The Data Protection Authority found out that personal data of several participants in a public competition had been disclosed online. This happened due to a configuration error, where a list of the codes assigned to all the candidates was publicly accessible on the platform for some time, which allowed unwarranted access to the participants’ personal data by other candidates. Scanshare violated the principle of protection of information security, despite being the data controller on behalf of “Azienda Ospedaliera di Rilievo Nazionale ‘Antonio Cardarelli” (private hospital), and was fined with EUR 60,000.</p>
"
434,https://www.privacyaffairs.com/wp-content/uploads/2019/10/italy.svg,Italy,80000,Italian Data Protection Authority (Garante),NA,Azienda Ospedaliera di Rilievo Nazionale 'Antonio Cardarelli' (Private Hospital),"Art. 5 (1) a) GDPR, Art. 6 GDPR, Art. 13 GDPR, Art. 28 GDPR, Art. 32 GDPR",Non-compliance with lawful basis for data processing,NA,"<p>The data protection authority discovered that the hospital had not complied with the information obligations and did not provide adequate processing agreement with the data processor, under Art. 28 GDPR. The incident involved the unlawful disclosing of personal information about participants in a public competition. Because of a configuration error with the platform, the list of codes assigned to the participants was temporarily accessible on the platform, making it easy to access the personal data. The DPA deemed this to be a violation of the principle of protection of information security.</p>
"
435,https://www.privacyaffairs.com/wp-content/uploads/2019/10/italy.svg,Italy,20000,Italian Data Protection Authority (Garante),NA,Università Campus Bio-medico di Roma (Polyclinic),"Art. 5 (2) a), f) GDPR, Art. 9 GDPR",NA,NA,"<p>Due to a human error in the integration of two IT systems, personal health data of over 74 patients were made accessible to other patients via the online medical reports on their smartphones. The data protection authority was notified of this breach in due time, under Art. 33 GDPR.</p>
"
436,https://www.privacyaffairs.com/wp-content/uploads/2019/10/italy.svg,Italy,12251601,Italian Data Protection Authority (Garante),2020-12-11,Vodafone Italia S.p.A,"Art. 5 (1), (2) GDPR, Art. 6 (1) GDPR, Art. 7 GDPR, Art. 15 (1) GDPR, Art. 16 GDPR, Art. 21 GDPR, Art. 24 GDPR, Art. 25 (1) GDPR, Art. 32 GDPR, Art. 33 GDPR",Multiple,NA,"<p>Vodafone Italia was fined EUR 12,251,601 for unlawful processing of personal data belonging to millions of customers, for telemarketing purposes. The legal proceedings were preceded by hundreds of complaints coming from data subjects about unsolicited phone calls, which made the data protection authority to start the investigations. During the investigation, several violations of the data protection law were discovered, such as a violation of the consent requirements and the violation of general data protection obligations (accountability, for instance). The data protection authority criticized the use of fake phone numbers by the Vodafone contracted call centers (in that the phone numbers had not been registered with the National Consolidated Registry of Communication Operators). Moreover, Vodafone was also found guilty of several violations regarding the handling of contact lists obtained from external providers. Lastly, the data protection authority considered the security measures used to manage the customer data to be inadequate and insufficient.</p>
"
437,https://www.privacyaffairs.com/wp-content/uploads/2019/10/italy.svg,Italy,2000,Italian Data Protection Authority (Garante),NA,Comune di Collegno,"Art. 12 GDPR, Art. 13 GDPR, Art. 14 GDPR",Non-compliance with subjects' rights protection safeguards,NA,"<p>The municipality refused a data subject’s request to access data from a camera surveillance system, which is perceived as non-compliance with the right of the data subject to access to information.</p>
"
438,https://www.privacyaffairs.com/wp-content/uploads/2019/10/italy.svg,Italy,30000,Italian Data Protection Authority (Garante),NA,Provincial Health Authority of Cosenza,Art. 9 GDPR,Failure to comply with data processing principles,NA,"<p>Personal data belonging to persons who have claimed damage reports against the authority was published on the website of the authority without sufficient legal basis. The data included tax ID, first and last name, and address).</p>
"
439,https://www.privacyaffairs.com/wp-content/uploads/2019/10/italy.svg,Italy,20000,Italian Data Protection Authority (Garante),NA,"Burgo Group, S.p.A","Art. 5 GDPR, Art. 13 GDPR",Failure to comply with data processing principles,NA,"<p>The company engaged in non-compliance practices when the personnel director of the company forwarded an email conversation to four people, regarding the physical and mental discomfort related to the data subject and a work colleague.</p>
"
440,https://www.privacyaffairs.com/wp-content/uploads/2019/10/italy.svg,Italy,20000,Italian Data Protection Authority (Garante),NA,Concentrix Cvg Italy s.r.l.,"Art. 5 (1) a), c) GDPR, Art. 6 (1) b), c) GDPR, Art. 9 (1) b) GDPR",Failure to comply with data processing principles,NA,"<p>The Italian DPA (garante) registered a complaint from the union UILCOM Sardegna toward the call center operator Concentrix Cvg Italy s.r.l. concerning one of the internal regulations of the responsible party. The call center company imposed a “clean desk policy”, where the employees were prohibited to keep specific items on their desks, including smartphones, for the purpose of maintain confidentiality during the processing of customers’ personal data. The company made an exception in the case of medication that certain employees would need to take. However, the medication had to be placed visibly on the desk, which also meant that the medication was visible to other co-workers, indirectly exposing the data subjects’ health status. While the data controller had obtained the consent of all employees regarding the rules of procedure, it did not inform them about the processing of health data.</p>
"
441,https://www.privacyaffairs.com/wp-content/uploads/2019/10/italy.svg,Italy,10000,Italian Data Protection Authority (Garante),NA,Reti Televisie Italiene S.p.a.,Art. 5 (1) a) GDPR,Failure to comply with data processing principles,NA,"<p>During a documentary regarding the link between a local ceramics plant and health problems in the population, the television station did not sufficiently anonymize the person interviewed.</p>
"
442,https://www.privacyaffairs.com/wp-content/uploads/2019/10/latvia.svg,Latvia,6250,Data State Inspectorate (DSI),NA,Unknown,"Art. 5 GDPR, Art. 6 GDPR",Non-compliance with lawful basis for data processing,NA,"<p>The Latvian DPA (DSI) fined an employer EUR 6,250 for unlawfully processing a data subject’s personal data without proper legal basis, sending it to other employees by mail.</p>
"
443,https://www.privacyaffairs.com/wp-content/uploads/2019/10/latvia.svg,Latvia,15000,Data State Inspectorate (DSI),NA,HH Invest SIA,Art. 13 GDPR,Non-compliance with subjects' rights protection safeguards,NA,"<p>The company’s website contained a privacy policy that was not easily understandable, which is a violation of Art. 13 GDPR.</p>
"
444,https://www.privacyaffairs.com/wp-content/uploads/2019/10/lithuania.svg,Lithuania,15000,Lithuanian Data Protection Authority (VDAI),NA,Vilnius City Municipality Administration,"Art. 5 (1) d) GDPR, Art. 5 (1) f) GDPR",Non-compliance with lawful basis for data processing,NA,"<p>As part of the data synchronization of the Population Information System of the Municipal Administration with the databases of the State Centre for Business Registers, an applicant’s personal data who wanted to adopt a child was replaced, through an unfortunate error, with the personal information of the biological parents. This information was accessible in the Population Register of the Republic of Lithuania, which constituted a violation of the principles of accuracy, integrity, and confidentiality of personal data processing, according to Art. 5 (1) f) GDPR.</p>
"
445,https://www.privacyaffairs.com/wp-content/uploads/2019/10/norway.svg,Norway,276000,Norwegian Supervisory Authority (Datatilsynet),2020-03-09,Bergen Municipality,"Art. 5 (1) f) GDPR, Art. 32 GDPR",Non-compliance with lawful basis for data processing,NA,"<p>The Municipality of Bergen notified the Data Protection Authority in October 2019 of a data breach concerning the communication between school and home, a tool called “Vigilo”. Apparently, this tool was improperly secured to adequately protect personal data against any potential threats.</p>
"
446,https://www.privacyaffairs.com/wp-content/uploads/2019/10/norway.svg,Norway,13900,Norwegian Supervisory Authority (Datatilsynet),NA,Odin Flissenter AS,"Art. 5 GDPR, Art. 6 GDPR",Non-compliance with lawful basis for data processing,NA,"<p>Odin Flissenter AS assessed the credibility of another company and processed personal data related to a natural person (the owner of the assessed company) without sufficient legal basis to do so.</p>
"
447,https://www.privacyaffairs.com/wp-content/uploads/2019/10/norway.svg,Norway,18840,Norwegian Supervisory Authority (Datatilsynet),2020-03-12,Municipality of Indre Østfold,"Art. 6 GDPR, Art. 32 (1) b) GDPR",Failure to implement sufficient measures to ensure information security,NA,"<p>The Municipality had published a student file on its website, which contained personal data about the student. The Data Protection Authority imposed a fine of NOK 200,000 (EUR 18,840) on the municipality.</p>
"
448,https://www.privacyaffairs.com/wp-content/uploads/2019/10/republic-of-poland.svg,Poland,443000,Polish National Personal Data Protection Office (UODO),NA,Virgin Mobile Polska,"Art. 5 (1) f), (2) GDPR, Art. 25 (1) GDPR, Art. 32 (1) b), d), (2) GDPR",Non-compliance with lawful basis for data processing,NA,"<p>The Data Protection Authority fined Virgin Mobile Polska EUR 443,000 because of a data leak that resulted in unauthorized third parties gaining access to personal data. The company had not taken the adequate and sufficient security measures to protect the data. Moreover, the DPA noticed that the company had not conducted consistent and extensive tests on the effectiveness of the security measures employed. The company would only test the security measures when a suspected security leak occurred.</p>
"
449,https://www.privacyaffairs.com/wp-content/uploads/2019/10/republic-of-poland.svg,Poland,18930,Polish National Personal Data Protection Office (UODO),NA,Towarzystwo Ubezpieczeń i Reasekuracji WARTA S.A.,"Art. 33 (1) GDPR, Art. 34 (1) GDPR",Failure to notify DPA of a data breach,NA,"<p>The Polish Data Protection Authority (UODO) fined Towarzystwo Ubezpieczeń i Reasekuracji WARTA S.A EUR 18,930 for a breach under Art. 33 (1) GDPR and Art. 34 (1) GDPR. Back in May 2020, the Polish DPA was notified by a third party that a data breach occurred at Towarzystwo Ubezpieczeń i Reasekuracji WARTA S.A, regarding an insurance agent posing as a processing agent at the company. The insurance agent sent an insurance policy to an unauthorized third party via e-mail. The document contained personal data regarding the subject of the insurance policy, including first names, surnames, residential addresses, and other information. Then, the supervisory authority demanded that the company clarify whether it performed any risk analyses on the data security of natural persons, in connection to the electronic correspondence sent to an unauthorized third party, as this would make it evident that a data breach had occurred. If a data breach does occur, the company responsible is obligated to notify both the DPA and the affected parties. Despite being sent a letter by the supervisory authority asking for explanations on the data breach, the responsible party did nothing to report the data breach to the DPA or inform the affected data subjects about the data breach. Finally, the DPA initiated administrative proceedings, which eventually prompted the company to report the data breach and notify the two affected individuals about the incident.</p>
"
450,https://www.privacyaffairs.com/wp-content/uploads/2019/10/romania.svg,Romania,2000,Romanian National Supervisory Authority for Personal Data Processing (ANSPDCP),2020-01-10,Militari R home association,"Art. 31 GDPR, Art. 58 GDPR",Failure to comply with Data Processing Authority's orders,NA,"<p>Fined for failing to comply with an order of the supervisory authority.</p>
"
451,https://www.privacyaffairs.com/wp-content/uploads/2019/10/romania.svg,Romania,3000,Romanian National Supervisory Authority for Personal Data Processing (ANSPDCP),2020-01-10,Megareduceri TV S.R.L.,"Art. 31 GDPR, Art. 58 GDPR",Failure to comply with Data Processing Authority's orders,NA,"<p>Fined for failing to comply with an order of the supervisory authority.</p>
"
452,https://www.privacyaffairs.com/wp-content/uploads/2019/10/romania.svg,Romania,3000,Romanian National Supervisory Authority for Personal Data Processing (ANSPDCP),NA,S.C. Marsorom S.R.L.,Art. 32 GDPR,Failure to implement sufficient measures to ensure information security,NA,"<p>The company unlawfully disclosed personal data of employees on the company website due to inadequate organizational and technical measures to ensure information security.</p>
"
453,https://www.privacyaffairs.com/wp-content/uploads/2019/10/romania.svg,Romania,2000,Romanian National Supervisory Authority for Personal Data Processing (ANSPDCP),NA,Globus Score SRL,Art. 58 GDPR,Failure to comply with Data Processing Authority's orders,NA,"<p>The company failed to comply with the request for information of ANSPDCP</p>
"
